,Unnamed: 0,Unnamed: 0.1,place_guess,latitude,longitude,scientific_name,common_name,Wojewodztwo
2495,2495,2495,Spiżowa,51.1005250221,17.0019221306,Chroicocephalus ridibundus,Śmieszka,j
2496,2496,2496,Slesin k Konina,52.375508707899996,18.317198976900002,Cygnus olor,Łabędź niemy,j
2497,2497,2497,"Daleka, Ząbkowice Śląskie, Dolnośląskie, PL",50.5970093996,16.7993123525,Turdus merula,Kos,j
2498,2498,2498,"Droga nad Białuchą, Kraków, Małopolskie, PL",50.074509147600004,19.9638691999,Anas platyrhynchos,Krzyżówka,j
2499,2499,2499,"Stefana Otwinowskiego, Kraków, Małopolskie, PL",50.0792683247,19.9572862218,Anas platyrhynchos,Krzyżówka,j
2500,2500,2500,"31-431 Kraków, Polska",50.080763096000005,19.9564727828,Anas platyrhynchos,Krzyżówka,j
2501,2501,2501,"31-411 Kraków, Polska",50.0823533347,19.9567876151,Poecile palustris,sikora uboga,j
2502,2502,2502,"31-411 Kraków, Polska",50.082478200699995,19.9569920121,Poecile palustris,sikora uboga,j
2503,2503,2503,"31-411 Kraków, Polska",50.0830513309,19.9577687616,Anas platyrhynchos,Krzyżówka,j
2504,2504,2504,Poland,52.7834932078,23.8623075638,Clanga clanga,Orlik grubodzioby,j
2505,2505,2505,"Greater Poland, PL",52.339960460600004,16.8259795027,Passer montanus,Mazurek,j
2506,2506,2506,"Gorzów Wielkopolski, Polska",52.7325285,15.2369305,Cyanistes caeruleus,Modraszka,j
2507,2507,2507,"Gorzów Wielkopolski, Polska",52.7325285,15.2369305,Dendrocopos major,Dzięcioł duży,j
2508,2508,2508,"Gorzów Wielkopolski, Polska",52.773542415200005,15.2368041781,Sitta europaea,Kowalik,j
2509,2509,2509,"Lower Silesian, PL",51.04856684399999,17.0631548432,Chroicocephalus ridibundus,Śmieszka,j
2510,2510,2510,"Koronna, 60-650 Poznań, Polska",52.4297218323,16.9152774811,Corvus frugilegus,Gawron,j
2511,2511,2511,"81-404 Gdynia, Polska",54.5094664,18.5371542,Columba livia domestica,Gołąb miejski,j
2512,2512,2512,"60-648 Poznań, Polska",52.430557251,16.9144439697,Corvus monedula,Kawka,j
2513,2513,2513,"Daleka, Ząbkowice Śląskie, Dolnośląskie, PL",50.59665333,16.80564667,Anas platyrhynchos,Krzyżówka,j
2514,2514,2514,"8, Ząbkowice Śląskie, Dolnośląskie, PL",50.59641333,16.80508833,Columba livia domestica,Gołąb miejski,j
2515,2515,2515,"Greater Poland, PL",52.23403782,18.303886617899998,Accipiter nisus,Krogulec,j
2516,2516,2516,"Oswiecim, Poland",50.027323789499995,19.2024436221,Corvus monedula,Kawka,j
2517,2517,2517,"Bratkowice 557, 36-055 Bratkowice, Polska",50.1172523499,21.8421573639,Streptopelia decaocto,Sierpówka,j
2518,2518,2518,Wikcinek,52.15365855140001,20.2080323959,Cyanistes caeruleus,Modraszka,j
2519,2519,2519,Wikcinek,52.1536601971,20.208037760299998,Poecile palustris,sikora uboga,j
2520,2520,2520,"Powiat zduńskowolski, Polska",51.5765761525,18.930477598,Charadrius dubius,sieweczka rzeczna,j
2521,2521,2521,"Powiat zduńskowolski, Polska",51.5773396663,18.9233486436,Motacilla flava,Pliszka żółta,j
2522,2522,2522,"Powiat zduńskowolski, Polska",51.4974000644,18.9331108639,Grus grus,żuraw,j
2523,2523,2523,"Łódź, PL",51.7669525655,18.7047453726,Chlidonias niger,Rybitwa czarna,j
2524,2524,2524,"Łódź, PL",51.707419373,18.7355158619,Pandion haliaetus,Rybołów,j
2525,2525,2525,"Łódź, PL",51.73229909649999,18.7775148158,Haliaeetus albicilla,Bielik,j
2526,2526,2526,"98-220 Zduńska Wola, Polska",51.5825588157,18.9389647386,Gavia arctica,Nur czarnoszyi,j
2527,2527,2527,"Podgórze, Kraków, Poland",50.0346671257,19.9858042225,Fulica atra,Łyska,j
2528,2528,2528,"Grodzisk, Warsaw, 00-001 Warsaw, Poland",52.337939248599994,21.0770813328,Corvus monedula,Kawka,j
2529,2529,2529,"Grodzisk, Warsaw, 00-001 Warsaw, Poland",52.339168191899994,21.0784546028,Turdus merula,Kos,j
2530,2530,2530,"Wełnica, Polska",52.561290741,17.6456642151,Passer montanus,Mazurek,j
2531,2531,2531,"Powiat poddębicki, Polska",51.801321174099996,18.720160730099998,Anser anser,Gęgawa,j
2532,2532,2532,"Powiat zduńskowolski, Polska",51.55038733560001,18.8541297415,Ciconia ciconia,Bocian biały,j
2533,2533,2533,"Międzymorze, Jastarnia, Pomorskie, PL",54.6815709025,18.7101124227,Larinae,,j
2534,2534,2534,"Słupsk, PL-PM, PL",54.5889511108,16.8541545868,Cygnus olor,Łabędź niemy,j
2535,2535,2535,"Ujazdów, Warsaw, 00-001 Warsaw, Poland",52.216521009,21.0327672958,Aix galericulata,Mandarynka,j
2536,2536,2536,"87-810 Włocławek, Polska",52.6569233333,19.0585016667,Corvus frugilegus,Gawron,j
2537,2537,2537,Slesin k Konina,52.375508707899996,18.317198976900002,Ardea alba,Czapla biała,j
2538,2538,2538,Slesin k Konina,52.375508707899996,18.317198976900002,Passer montanus,Mazurek,j
2539,2539,2539,"Łódź, PL",51.5202895319,18.8624021599,Ixobrychus minutus,Bączek,j
2540,2540,2540,"98-220 Zduńska Wola, Polska",51.581405115600006,18.9358748628,Picus viridis,Dzięcioł zielony,j
2541,2541,2541,"Powiat poddębicki, Polska",51.7872744091,18.6751327486,Podiceps cristatus,Perkoz Dwuczuby,j
2542,2542,2542,"Powiat poddębicki, Polska",51.7633081404,18.6683954809,Ardea alba,Czapla biała,j
2543,2543,2543,"Powiat de Nowy Targ, Pologne",49.4582842167,20.292018016700002,Cinclus cinclus,pluszcz,j
2544,2544,2544,"Powiat łaski, Polska",51.58045058840001,19.093029499100002,Botaurus stellaris,Bąk,j
2545,2545,2545,"Rgielew 20, 62-650 Rgielew, Polska",52.23278017770001,18.9708796474,Passer domesticus,Wróbel,j
2546,2546,2546,"Rgielew 20, 62-650 Rgielew, Polska",52.232589282,18.9713154823,Streptopelia decaocto decaocto,,j
2547,2547,2547,"Rgielew 20, 62-650 Rgielew, Polska",52.232706153,18.9708911263,Anas platyrhynchos domesticus,,j
2548,2548,2548,"Podgórze, Kraków, Poland",50.0342063904,19.9928817749,Anas platyrhynchos,Krzyżówka,j
2549,2549,2549,"Podgórze, Kraków, Poland",50.0343170166,19.993137359600002,Cygnus olor,Łabędź niemy,j
2550,2550,2550,"30-733 Kraków, Poland",50.0344276428,19.9933376312,Chroicocephalus ridibundus,Śmieszka,j
2551,2551,2551,GRYF,51.0350353,15.4122128,Turdus merula,Kos,j
2552,2552,2552,GRYF,51.0350353,15.4122128,Parus major,Bogatka,j
2553,2553,2553,GRYF,51.0350353,15.4122128,Passer domesticus,Wróbel,j
2554,2554,2554,"Wągrowiec, Polska",52.8079986572,17.1890106201,Corvus monedula,Kawka,j
2555,2555,2555,"Mickiewicza, Białystok, Poland",53.12064476729999,23.1725473627,Aix galericulata,Mandarynka,j
2556,2556,2556,"98-220 Zduńska Wola, Polska",51.5962046716,18.9421235724,Asio otus,Uszatka,j
2557,2557,2557,"Powiat sieradzki, Polska",51.561152845,18.815804431,Mergus merganser,Nurogęś,j
2558,2558,2558,"Powiat zduńskowolski, Polska",51.5240910015,18.8717963058,Lanius collurio,Gąsiorek,j
2559,2559,2559,"Powiat zduńskowolski, Polska",51.5582547183,18.822242146,Dryobates minor,Dzięciołek,j
2560,2560,2560,"Powiat zduńskowolski, Polska",51.6287499163,18.9406896134,Perdix perdix,Kuropatwa,j
2561,2561,2561,"Augustow, Poland",53.845517,22.989931,Cygnus olor,Łabędź niemy,j
2562,2562,2562,"25-001 Kielce, Poland",50.8696212769,20.6246910095,Anas platyrhynchos,Krzyżówka,j
2563,2563,2563,"25-001 Kielce, Poland",50.8696212769,20.6246910095,Corvus monedula,Kawka,j
2564,2564,2564,Ustka,54.5866012599,16.852640565799998,Larus argentatus,Mewa srebrzysta,j
2565,2565,2565,"51-050 Wrocław, Poland",51.1677627563,16.9635066986,Streptopelia decaocto,Sierpówka,j
2566,2566,2566,"51-050 Wrocław, Poland",51.168296813999994,16.9630622864,Passer domesticus,Wróbel,j
2567,2567,2567,Szczytnicka,51.1137582177,17.050837241099998,Columba livia domestica,Gołąb miejski,j
2568,2568,2568,"Leszczyńska, Poznań, Wielkopolskie, PL",52.3766802196,16.8790957808,Aves,Ptaki,j
2569,2569,2569,"Goniądz, Poland",53.493880613,22.7372466465,Corvus corax,Kruk,j
2570,2570,2570,"DK5, Polonia",51.01924180979999,16.7012411356,Emberiza calandra,Potrzeszcz,j
2571,2571,2571,"Hajnówka, PL-PD, PL",52.8823792934,23.8229084015,Turdus pilaris,Kwiczoł,j
2572,2572,2572,"Łąkowa 205, 17-220 Siemianówka, Polonia",52.876585722,23.832591175999998,Tetrastes bonasia,Jarząbek,j
2573,2573,2573,Poland,52.9999850127,23.933377777199997,Haliaeetus albicilla,Bielik,j
2574,2574,2574,"Hajnówka, PL-PD, PL",52.9067639355,23.8634147868,Mergus merganser,Nurogęś,j
2575,2575,2575,"Hajnówka, PL-PD, PL",52.903563380200005,23.855534791900002,Ardea alba,Czapla biała,j
2576,2576,2576,"Hajnówka, PL-PD, PL",52.90741086,23.82032262,Cyanistes caeruleus,Modraszka,j
2577,2577,2577,"Białystok, PL-PD, PL",52.9318882751,23.864046447,Cygnus cygnus,Łabędź krzykliwy,j
2578,2578,2578,"Hajnówka, PL-PD, PL",52.64379915,23.62575156,Cygnus cygnus,Łabędź krzykliwy,j
2579,2579,2579,"Hajnówka, PL-PD, PL",52.6740271509,23.6517298815,Haliaeetus albicilla,Bielik,j
2580,2580,2580,"Hajnówka, PL-PD, PL",52.6883322001,23.5876250267,Lanius excubitor,Srokosz,j
2581,2581,2581,"Hajnówka, PL-PD, PL",52.74527013300001,23.723618388200002,Poecile palustris,sikora uboga,j
2582,2582,2582,"Hajnówka, PL-PD, PL",52.74473905560001,23.7230658531,Periparus ater,Sosnówka,j
2583,2583,2583,"Hajnówka, PL-PD, PL",52.7085828781,23.843985199899997,Carduelis carduelis,Szczygieł,j
2584,2584,2584,"Hajnówka, PL-PD, PL",52.7108305693,23.8439530134,Lanius excubitor,Srokosz,j
2585,2585,2585,"Bialowieski PN, Hajnówka, PL-PD, PL",52.72012912,23.84560785,Dendrocopos major,Dzięcioł duży,j
2586,2586,2586,Poland,52.6169370958,23.8795168391,Dendrocopos leucotos,Dzięcioł Białogrzbiety,j
2587,2587,2587,Poland,52.6670662371,23.807120206700002,Dendrocopos leucotos,Dzięcioł Białogrzbiety,j
2588,2588,2588,"Bialowieski PN, Hajnówka, PL-PD, PL",52.7216345072,23.845862746199998,Turdus viscivorus,Paszkot,j
2589,2589,2589,"Bialowieski PN, Hajnówka, PL-PD, PL",52.72284368,23.83910453,Sitta europaea,Kowalik,j
2590,2590,2590,"Bialowieski PN, Hajnówka, PL-PD, PL",52.72065896,23.84110301,Turdus viscivorus,Paszkot,j
2591,2591,2591,"Hajnówka, PL-PD, PL",52.704377174399994,23.8428318501,Turdus viscivorus,Paszkot,j
2592,2592,2592,"Kraków City, PL-MA, PL",50.0541489,19.93491667,Corvus frugilegus,Gawron,j
2593,2593,2593,"Kraków City, PL-MA, PL",50.05287492,19.93448127,Turdus pilaris,Kwiczoł,j
2594,2594,2594,"Kraków City, PL-MA, PL",50.05255685,19.93509368,Corvus monedula,Kawka,j
2595,2595,2595,"Kraków City, PL-MA, PL",50.05319462,19.93600139,Turdus merula,Kos,j
2596,2596,2596,"Bieruń-Lędziny, PL-SL, PL",50.0356176,19.18277881,Corvus frugilegus,Gawron,j
2597,2597,2597,"Bieruń-Lędziny, PL-SL, PL",50.0344526768,19.1796129942,Phalacrocorax carbo,Kormoran,j
2598,2598,2598,"Bieruń-Lędziny, PL-SL, PL",50.0355416536,19.1833037138,Corvus monedula,Kawka,j
2599,2599,2599,"Powiat słupecki, Polska",52.3137138208,17.8485117321,Turdus merula,Kos,j
2600,2600,2600,"62-420 Łężec, Polska",52.3090498,17.8404986,Cyanistes caeruleus,Modraszka,j
2601,2601,2601,"Powiat słupecki, Polska",52.3132477657,17.8471504784,Streptopelia decaocto,Sierpówka,j
2602,2602,2602,"Lower Silesian, PL",51.09229514760001,17.1261199821,Turdus iliacus,Droździk,j
2603,2603,2603,"Powidz, Polska",52.410807203500006,17.9189383921,Anas platyrhynchos,Krzyżówka,j
2604,2604,2604,"Biechowo 44, 62-320 Biechowo, Polska",52.2495112028,17.540871799,Streptopelia decaocto,Sierpówka,j
2605,2605,2605,"Greater Poland, PL",52.7512377038,16.8251719589,Accipiter nisus,Krogulec,j
2606,2606,2606,"West Pomeranian, PL",53.7455754741,14.3351223601,Aythya ferina,Głowienka,j
2607,2607,2607,"15-697 Białystok, Polska",53.1658255904,23.106883317199998,Sturnus vulgaris,Szpak,j
2608,2608,2608,"Powiat słupecki, Polska",52.2216643111,17.9532532608,Buteo buteo,Myszołów,j
2609,2609,2609,"Miłosław, Polska",52.214051626099995,17.5172043219,Passer domesticus,Wróbel,j
2610,2610,2610,"Powidz, Polska",52.414155343400004,17.9176520929,Cygnus olor,Łabędź niemy,j
2611,2611,2611,"Greater Poland, PL",52.5780879273,17.0379057929,Anas platyrhynchos,Krzyżówka,j
2612,2612,2612,"Kobyłka, Polska",52.35381562680001,21.2154183537,Larus,,j
2613,2613,2613,"Zalew Bagry, Kraków, Polska",50.0335474773,19.992836639300002,Cygnus olor,Łabędź niemy,j
2614,2614,2614,"Księdza Lucjana Gierosa, Rumia, Pomorskie, PL",54.5683246432,18.3939140104,Corvus monedula,Kawka,j
2615,2615,2615,"Księdza Lucjana Gierosa, Rumia, Pomorskie, PL",54.5683361684,18.3935999405,Corvus frugilegus,Gawron,j
2616,2616,2616,"Antoniego Abrahama, Rumia, Pomorskie, PL",54.5682003396,18.393513942200002,Anas platyrhynchos,Krzyżówka,j
2617,2617,2617,"Henryka Dąbrowskiego, Rumia, Pomorskie, PL",54.5682292153,18.3934128564,Anas platyrhynchos,Krzyżówka,j
2618,2618,2618,"Panigródz 83, 62-131 Panigródz, Polska",52.9719581604,17.3896789551,Streptopelia decaocto,Sierpówka,j
2619,2619,2619,Teresin,52.2022747474,20.4159556514,Grus grus,żuraw,j
2620,2620,2620,"Leszczyńska, Poznań, Wielkopolskie, PL",52.37678675340001,16.8793606858,Passer domesticus,Wróbel,j
2621,2621,2621,"Poczta Główna, Kraków, Poland",50.0597394176,19.9415165931,Columba livia domestica,Gołąb miejski,j
2622,2622,2622,"Zalew Bagry, Kraków, Polska",50.033628453,19.9919270352,Chroicocephalus ridibundus,Śmieszka,j
2623,2623,2623,"krotoszyński, Polska",51.6952199533,17.2572730424,Anas platyrhynchos,Krzyżówka,j
2624,2624,2624,"Zalew Bagry, Kraków, Polska",50.0326330462,19.9922334775,Larus cachinnans,Mewa Białogłowa,j
2625,2625,2625,"Zalew Bagry, Kraków, Polska",50.0327827246,19.9926974997,Anas platyrhynchos,Krzyżówka,j
2626,2626,2626,Warsaw,52.216145178599994,21.0377304607,Chroicocephalus ridibundus,Śmieszka,j
2627,2627,2627,Warsaw,52.2143986248,21.0357378116,Aix galericulata,Mandarynka,j
2628,2628,2628,"Prześwit, Poznań, Wielkopolskie, PL",52.42985944390001,16.9054720709,Columba livia domestica,Gołąb miejski,j
2629,2629,2629,"Chłopska, Poznań, Wielkopolskie, PL",52.4323857484,16.902461762999998,Corvus frugilegus,Gawron,j
2630,2630,2630,"Uniwersytet Przyrodniczy w Poznaniu, Poznań, Wielkopolskie, PL",52.427499558,16.9064848001,Corvus monedula,Kawka,j
2631,2631,2631,Warsaw,52.2139853379,21.0365428403,Corvus frugilegus,Gawron,j
2632,2632,2632,"Ustka, Polska",54.58056070000001,16.861891,Larus argentatus,Mewa srebrzysta,j
2633,2633,2633,"Powiat słupecki, Polska",52.3129854045,17.8471504784,Anas platyrhynchos domesticus,,j
2634,2634,2634,Zalew Szczeciński,53.6951451396,14.404185302,Aythya marila,Ogorzałka,j
2635,2635,2635,"Lipa 9, 59-420 Lipa, Polska",50.9758644104,16.0341720581,Anas platyrhynchos,Krzyżówka,j
2636,2636,2636,"Witosa Kładka, Poznań, Polska",52.4309692383,16.901672363299998,Corvus frugilegus,Gawron,j
2637,2637,2637,"Park im. Jana Kasprowicza, Poznań, Wielkopolskie, PL",52.3961946794,16.8911541335,Anas platyrhynchos,Krzyżówka,j
2638,2638,2638,"Duża Góra, Kraków, Polska",50.0174159584,20.0245386735,Streptopelia decaocto,Sierpówka,j
2639,2639,2639,"Zalew Bagry, Kraków, Polska",50.033052974300006,19.9917597332,Fulica atra,Łyska,j
2640,2640,2640,"Kuklinów, Polska",51.7347832079,17.3189613901,Streptopelia decaocto,Sierpówka,j
2641,2641,2641,"Kuklinów, Polska",51.7323439,17.314703899999998,Passer domesticus,Wróbel,j
2642,2642,2642,"Kuklinów, Polska",51.7323439,17.314703899999998,Hirundo rustica,Dymówka,j
2643,2643,2643,"Gostkowo, Polska",51.6996111916,16.9831720325,Passer domesticus,Wróbel,j
2644,2644,2644,"Kuklinów, Polska",51.7323439,17.314703899999998,Ciconia ciconia,Bocian biały,j
2645,2645,2645,"Skaszyn 9, 87-865 Skaszyn, Polska",52.4527206421,18.7716999054,Streptopelia decaocto,Sierpówka,j
2646,2646,2646,"Słowiańska, 61-689 Poznań, Polska",52.4264411926,16.9196128845,Columba livia domestica,Gołąb miejski,j
2647,2647,2647,"Augustynowo 49, 87-865 Augustynowo, Polska",52.4417495728,18.7757987976,Aves,Ptaki,j
2648,2648,2648,"Kuklinów, Polska",51.7323439,17.314703899999998,Cygnus olor,Łabędź niemy,j
2649,2649,2649,"5 Stycznia, Poznań, Wielkopolskie, PL",52.419705926599995,16.871250125699998,Columba livia domestica,Gołąb miejski,j
2650,2650,2650,"Greater Poland, PL",52.7488719309,16.8933471055,Ciconia nigra,Bocian Czarny,j
2651,2651,2651,"Wełna, Rogożno Wielkopolskie, Wielkopolskie, PL",52.7233800933,16.9120275525,Corvus corax,Kruk,j
2652,2652,2652,"Ryczywół, Ryczywół, Wielkopolskie, PL",52.799424978299996,16.8904931122,Grus grus,żuraw,j
2653,2653,2653,"62-300 Września, Polska",52.333497896000004,17.5501978397,Cygnus olor,Łabędź niemy,j
2654,2654,2654,"62-300 Września, Polska",52.333928541800006,17.549602389300002,Anas platyrhynchos,Krzyżówka,j
2655,2655,2655,Borzykowo,52.202696,17.684472,Cygnus,,j
2656,2656,2656,"Antoniego Abrahama, Rumia, Pomorskie, PL",54.5682138764,18.392153810699998,Corvus monedula,Kawka,j
2657,2657,2657,"Antoniego Abrahama, Rumia, Pomorskie, PL",54.56841785,18.392705423800003,Larus,,j
2658,2658,2658,"Ninino, Ryczywół, Wielkopolskie, PL",52.79493582600001,16.874716575999994,Passer domesticus,Wróbel,j
2659,2659,2659,"Kubalin, Mosina, Wielkopolskie, PL",52.2936579072,16.9315744936,Pica pica,Sroka,j
2660,2660,2660,"Centrum, 63-900 Rawicz, Polska",51.609450029899996,16.8586301431,Columba livia domestica,Gołąb miejski,j
2661,2661,2661,"Ninino, Ryczywół, Wielkopolskie, PL",52.7979798379,16.870297207100002,Anas platyrhynchos,Krzyżówka,j
2662,2662,2662,"Ryczywół, Ryczywół, Wielkopolskie, PL",52.7679811829,16.8847175217,Ciconia ciconia,Bocian biały,j
2663,2663,2663,"Józefowo 11, 88-300 Józefowo, Polska",52.690734373999994,17.818327546099997,Passer domesticus,Wróbel,j
2664,2664,2664,"Leszczyńska, Poznań, Wielkopolskie, PL",52.376790474799996,16.8792248214,Spinus spinus,czyż,j
2665,2665,2665,"Leszczyńska, Poznań, Wielkopolskie, PL",52.3767519568,16.8792010744,Parus major,Bogatka,j
2666,2666,2666,Krotoszyn,51.696528,17.435942999999998,Columba livia domestica,Gołąb miejski,j
2667,2667,2667,Poznań ,52.406374,16.925168,Parus major,Bogatka,j
2668,2668,2668,Poznań ,52.406374,16.925168,Corvus frugilegus,Gawron,j
2669,2669,2669,Poznań ,52.406374,16.925168,Corvus cornix,Wrona siwa,j
2670,2670,2670,".Gen.Hallera 10 A, 88-300 Mogilno, Polska",52.657764880600006,17.9556925222,Passer domesticus,Wróbel,j
2671,2671,2671,Poznań,52.406373989399995,16.9251680374,Buteo buteo,Myszołów,j
2672,2672,2672,Poznań ,52.406374,16.925168,Corvus monedula,Kawka,j
2673,2673,2673,"Matarnia, Gdańsk, Poland",54.361946106000005,18.5108337402,Fringilla coelebs,Zięba,j
2674,2674,2674,"Biocentrum, 60-101 Poznań, Polska",52.4331703062,16.9004573912,Corvus frugilegus,Gawron,j
2675,2675,2675,Kołobrzeg,54.175917228900005,15.583266578599998,Larus argentatus,Mewa srebrzysta,j
2676,2676,2676,"Matarnia, Gdańsk, Poland",54.3629646301,18.5113124847,Passer montanus,Mazurek,j
2677,2677,2677,"Golęcin, Poznań, Polska",52.43295597220001,16.9005627778,Corvus cornix,Wrona siwa,j
2678,2678,2678,"Krzemieniewo, Krzemieniewo, Wielkopolskie, PL",51.880598134799996,16.872203142300002,Ciconia ciconia,Bocian biały,j
2679,2679,2679,"Krzemieniewo, Krzemieniewo, Wielkopolskie, PL",51.8475065011,16.8073096883,Phasianus colchicus,Bażant,j
2680,2680,2680,"Dojazd, Poznań, Wielkopolskie, PL",52.4325089842,16.899330961700002,Corvus frugilegus,Gawron,j
2681,2681,2681,"Zelgniewo 43, 64-812 Zelgniewo, Polska",53.190863488199994,16.953961215899998,Hirundo rustica,Dymówka,j
2682,2682,2682,"Matarnia, Gdańsk, Poland",54.3627548218,18.5121383667,Turdus merula,Kos,j
2683,2683,2683,"Matarnia, Gdańsk, Poland",54.3676452637,18.508934020999998,Cygnus olor,Łabędź niemy,j
2684,2684,2684,"Matarnia, Gdańsk, Poland",54.3674278259,18.508152008099998,Anas platyrhynchos,Krzyżówka,j
2685,2685,2685,"Matarnia, Gdańsk, Poland",54.365196228,18.5082626343,Columba palumbus,Grzywacz,j
2686,2686,2686,"98-220 Zduńska Wola, Polska",51.6003814213,18.9531844854,Corvus frugilegus,Gawron,j
2687,2687,2687,"włocławski, Polska",52.6788825833,19.0091590833,Dendrocopos major,Dzięcioł duży,j
2688,2688,2688,"Barbary, 30-826 Kraków, Polska",50.01820422229999,20.0244354084,Dendrocopos major,Dzięcioł duży,j
2689,2689,2689,"Wiatrowo 16, 62-100 Wiatrowo, Polska",52.7529258728,17.1439495087,Parus major,Bogatka,j
2690,2690,2690,"Warsaw, Poland",52.3229437261,21.016348573,Parus major,Bogatka,j
2691,2691,2691,Wikcinek,52.1536684254,20.208027031500002,Poecile palustris,sikora uboga,j
2692,2692,2692,Wikcinek,52.1536634884,20.2080136205,Poecile,,j
2693,2693,2693,Wikcinek,52.1536684254,20.2080189849,Passer montanus,Mazurek,j
2694,2694,2694,"Krotoszyn, Polska",51.6965283,17.4359425,Turdus merula,Kos,j
2695,2695,2695,"98-220 Zduńska Wola, Polska",51.597030211,18.9326829315,Anas platyrhynchos,Krzyżówka,j
2696,2696,2696,"Kraków City, PL-MA, PL",50.0510800387,19.9342783168,Cygnus olor,Łabędź niemy,j
2697,2697,2697,"Morszyńska, Warsaw, Masovian, PL",52.18476167,21.06868883,Sturnus vulgaris,Szpak,j
2698,2698,2698,"Morszyńska, Warsaw, Masovian, PL",52.18484167,21.06884717,Sturnus vulgaris,Szpak,j
2699,2699,2699,"Osiedle XX-lecia, Ząbkowice Śląskie, Dolnośląskie, PL",50.59526333,16.81705333,Columba livia domestica,Gołąb miejski,j
2700,2700,2700,"Orzesze, Polska",50.123915598800004,18.779035505499998,Gallinula chloropus,Kokoszka,j
2701,2701,2701,"Greater Poland, PL",52.5515676111,16.9450093824,Streptopelia decaocto,Sierpówka,j
2702,2702,2702,"Orzesze, Polska",50.124191397,18.7804945217,Tachybaptus ruficollis,Perkozek,j
2703,2703,2703,"jeleniogórski, Polska",50.846238055600004,15.849555,Anas platyrhynchos,Krzyżówka,j
2704,2704,2704,"jeleniogórski, Polska",50.8462297222,15.849566388900001,Anas platyrhynchos domesticus,,j
2705,2705,2705,"kamiennogórski, Polska",50.7109065249,15.9357697047,Porzana porzana,Kropiatka,j
2706,2706,2706,"kamiennogórski, Polska",50.7093010638,15.9332361893,Aegithalos caudatus,Raniuszek,j
2707,2707,2707,"Lower Silesian, PL",50.622979235500004,15.966378470599999,Accipiter nisus,Krogulec,j
2708,2708,2708,"02-601 Warszawa, Polska",52.1973866667,21.0087166667,Corvus cornix,Wrona siwa,j
2709,2709,2709,"Panigródz 83, 62-131 Panigródz, Polska",52.9719543457,17.3896484375,Passer domesticus,Wróbel,j
2710,2710,2710,"kamiennogórski, Polska",50.7093578213,15.9324220506,Asio otus,Uszatka,j
2711,2711,2711,"kamiennogórski, Polska",50.7112916267,15.932241449400001,Alcedo atthis,Zimorodek,j
2712,2712,2712,"Lower Silesian, PL",50.6491520354,15.854304461400002,Calidris alpina,Biegus zmienny,j
2713,2713,2713,"Greater Poland, PL",52.2243848312,16.871204681400002,Corvus frugilegus,Gawron,j
2714,2714,2714,"milicki, Polska",51.5327211586,17.2966172946,Linaria cannabina,makolągwa,j
2715,2715,2715,"Milicz, Polska",51.527595700000006,17.2712122,Anser anser,Gęgawa,j
2716,2716,2716,"Lower Silesian, PL",51.4595126555,17.2878184936,Gallinago gallinago,Kszyk,j
2717,2717,2717,"02-601 Warszawa, Polska",52.1971626282,21.007017135599998,Corvus frugilegus,Gawron,j
2718,2718,2718,"Sopot, Polska",54.4463721091,18.5755446381,Aythya fuligula,Czernica,j
2719,2719,2719,"Mały Kack, Gdynia, Polska",54.4465349251,18.5762044661,Chroicocephalus ridibundus,Śmieszka,j
2720,2720,2720,"Księże Małe, Wrocław, Polska",51.0865788209,17.0890080724,Mareca penelope,Świstun,j
2721,2721,2721,"Dolny Sopot, Sopot, Polska",54.510671932700006,18.5723092529,Larus argentatus,Mewa srebrzysta,j
2722,2722,2722,"Pomeranian, PL",54.4492776222,18.5793139667,Clangula hyemalis,Lodówka,j
2723,2723,2723,"Pomeranian, PL",54.471610329799994,18.5361972303,Charadrius hiaticula,Sieweczka obrożna,j
2724,2724,2724,"Gdańsk, Polska",54.3679463431,18.7474963927,Bucephala clangula,Gągoł,j
2725,2725,2725,"Gdańsk, Polska",54.362117570600006,18.776017136,Mergellus albellus,Bielaczek,j
2726,2726,2726,"Księże Małe, Wrocław, Polska",51.0850199045,17.086856804,Mareca penelope,Świstun,j
2727,2727,2727,"Nowy Port, Gdańsk, Polska",54.3955113401,18.6660860901,Larus marinus,Mewa Siodłata,j
2728,2728,2728,"Księże Małe, Wrocław, Polska",51.0865151303,17.0883750895,Tachybaptus ruficollis,Perkozek,j
2729,2729,2729,"Południe, Wrocław, Polska",51.0950785762,17.0615810103,Phalacrocorax carbo,Kormoran,j
2730,2730,2730,"Południe, Wrocław, Polska",51.098213038199994,17.057905197100002,Dryobates minor,Dzięciołek,j
2731,2731,2731,"Lower Silesian, PL",51.4667074772,17.393288423199998,Sterna hirundo,Rybitwa rzeczna,j
2732,2732,2732,"milicki, Polska",51.5373070635,17.333176199500002,Motacilla alba,Pliszka siwa,j
2733,2733,2733,"milicki, Polska",51.539122204399995,17.3360944527,Grus grus,żuraw,j
2734,2734,2734,"Orzesze, Polska",50.12793335479999,18.7794636876,Podiceps cristatus,Perkoz Dwuczuby,j
2735,2735,2735,"Naramowice, Poznań, Polska",52.4541695666,16.9371927157,Coccothraustes coccothraustes,Grubodziób,j
2736,2736,2736,"Winogrady, 61-001 Poznań, Polska",52.420086305299996,16.944847405,Pyrrhula pyrrhula,Gil,j
